Votante,Votacao,Voto
OctavioGallotti,ID_STF_343,0.0
OctavioGallotti,ID_STF_351,1.0
OctavioGallotti,ID_STF_361,1.0
OctavioGallotti,ID_STF_372,1.0
OctavioGallotti,ID_STF_401,1.0
OctavioGallotti,ID_STF_408,0.0
OctavioGallotti,ID_STF_413,1.0
OctavioGallotti,ID_STF_415,1.0
OctavioGallotti,ID_STF_422,0.0
OctavioGallotti,ID_STF_430,0.0
OctavioGallotti,ID_STF_438,0.0
OctavioGallotti,ID_STF_471,1.0
OctavioGallotti,ID_STF_503,1.0
OctavioGallotti,ID_STF_515,1.0
OctavioGallotti,ID_STF_622,1.0
CarlosMadeira,ID_STF_18,1.0
CarlosMadeira,ID_STF_47,1.0
CarlosMadeira,ID_STF_97,1.0
CarlosMadeira,ID_STF_120,1.0
CarlosMadeira,ID_STF_196,1.0
CarlosMadeira,ID_STF_251,1.0
CarlosMadeira,ID_STF_258,1.0
CarlosMadeira,ID_STF_278,1.0
CarlosMadeira,ID_STF_283,1.0
CarlosMadeira,ID_STF_289,1.0
CarlosMadeira,ID_STF_296,1.0
CarlosMadeira,ID_STF_300,1.0
CarlosMadeira,ID_STF_302,1.0
CarlosMadeira,ID_STF_308,1.0
CarlosMadeira,ID_STF_315,1.0
CarlosMadeira,ID_STF_321,0.0
CarlosMadeira,ID_STF_325,1.0
CarlosMadeira,ID_STF_331,1.0
CarlosMadeira,ID_STF_351,1.0
CarlosMadeira,ID_STF_361,1.0
CarlosMadeira,ID_STF_372,1.0
CarlosMadeira,ID_STF_401,1.0
CarlosMadeira,ID_STF_408,0.0
CarlosMadeira,ID_STF_413,1.0
CarlosMadeira,ID_STF_415,1.0
CarlosMadeira,ID_STF_422,1.0
CarlosMadeira,ID_STF_430,1.0
CarlosMadeira,ID_STF_438,1.0
CarlosMadeira,ID_STF_471,0.0
CarlosMadeira,ID_STF_503,1.0
CarlosMadeira,ID_STF_515,1.0
CarlosMadeira,ID_STF_622,1.0
CelioBorja,ID_STF_18,1.0
CelioBorja,ID_STF_97,0.0
CelioBorja,ID_STF_120,1.0
CelioBorja,ID_STF_251,1.0
CelioBorja,ID_STF_258,0.0
CelioBorja,ID_STF_278,0.0
CelioBorja,ID_STF_283,1.0
CelioBorja,ID_STF_289,1.0
CelioBorja,ID_STF_296,1.0
CelioBorja,ID_STF_300,1.0
CelioBorja,ID_STF_302,1.0
CelioBorja,ID_STF_308,1.0
CelioBorja,ID_STF_315,1.0
CelioBorja,ID_STF_321,0.0
CelioBorja,ID_STF_325,1.0
CelioBorja,ID_STF_331,1.0
CelioBorja,ID_STF_343,0.0
CelioBorja,ID_STF_351,0.0
CelioBorja,ID_STF_361,0.0
CelioBorja,ID_STF_372,1.0
CelioBorja,ID_STF_401,1.0
CelioBorja,ID_STF_408,0.0
CelioBorja,ID_STF_413,1.0
CelioBorja,ID_STF_415,1.0
CelioBorja,ID_STF_422,0.0
CelioBorja,ID_STF_430,1.0
CelioBorja,ID_STF_438,0.0
CelioBorja,ID_STF_471,1.0
CelioBorja,ID_STF_503,1.0
CelioBorja,ID_STF_515,1.0
CelioBorja,ID_STF_622,1.0
PauloBrossard,ID_STF_18,0.0
PauloBrossard,ID_STF_413,0.0
PauloBrossard,ID_STF_503,0.0
PauloBrossard,ID_STF_515,0.0
SepulvedaPertence,ID_STF_18,1.0
SepulvedaPertence,ID_STF_97,1.0
CelsodeMello,ID_STF_18,1.0
MarcoAurelio,ID_STF_305,1.0
